mean_rvalues,min_rvalues,max_rvalues,std_rvalues,median_rvalues,power,mean,mean_max,mean_min,mean_median,mean_std,max_min,min_min,max_max,min_max,min_std,max_std,sdNN,meanNN,CVSD,cvNN,RMSSD,medianNN,madNN,mcvNN,pNN50,pNN20
1197.9657040268146,724.00931971927,1384.1731301205903,174.7125527953805,1247.6242415208942,43743.138499013534,5.236087730708395,137.27158495549625,-95.94209470106293,1.8895754593648872,58.787681503535474,724.00931971927,-418.18589284594424,1384.1731301205903,-279.36072909193507,17.220428352233156,297.16722488108485,169.04041913005096,801.3888888888888,0.2510371053522352,0.21093431849850383,201.17834692811073,868.3333333333334,29.651999999999916,0.03414817658349319,25.0,41.66666666666667
417.4271989073042,300.1953957237084,556.621689142498,72.3611413740277,414.6399943194406,5615.8803331260915,1.2391881122057131,57.70462155063625,-63.77547415305332,1.6721395415758884,22.32946221708014,300.1953957237084,-472.00079445351344,556.621689142498,-200.50130835018624,8.718623376427033,74.94964949340658,78.5061678519885,969.1954022988505,0.055433848773852296,0.08100138286436195,53.72623136334742,983.3333333333333,88.95599999999999,0.09046372881355932,27.586206896551722,58.620689655172406
776.4140021375988,467.72541937360796,861.2482464049635,67.32996256863106,772.5140765335528,18087.064091907938,0.4688758887729895,76.98809103828022,-78.5445707312416,1.2101632459338818,32.076055384505665,467.72541937360796,-360.1138511163032,861.2482464049635,-216.92757263644503,20.316977034848403,86.04892196446613,15.818772610421886,706.3963963963963,0.02006640226248369,0.022393620198403644,14.174834246858973,706.6666666666666,19.767999999999887,0.02797358490566022,0.0,13.513513513513514
851.8431792635665,442.63377939258487,973.7461981765944,139.17731327686172,908.6978465985821,22694.928548085227,3.3928388269043404,90.88190968700741,-78.28850487587668,2.525906611853748,48.68262054535786,442.63377939258487,-1017.9249760550431,973.7461981765944,-170.54017718954805,6.489445375919151,315.7836595214397,59.05611332514864,889.6666666666667,0.1023933207366807,0.06638004495145969,91.0959243487336,873.3333333333334,69.18800000000012,0.0792229007633589,50.0,70.0
572.7133796300642,323.6944576036424,1920.4217207455235,430.6520943414011,463.5968093915651,31890.626975949057,8.44620928017309,243.0366774010333,-144.98078149023118,0.09383498936857709,102.17145451096316,323.6944576036424,-699.1121012703272,1920.4217207455235,-77.92948950400664,8.325431556374559,430.6520943414011,108.82140766150793,1044.3333333333335,0.1698580874005754,0.10420179476046082,177.3884626086676,1035.0,108.72400000000005,0.10504734299516913,80.0,90.0
404.4988937552233,229.54674941128548,483.1196233317174,50.89336417686173,412.64563484989156,7312.853958367692,0.9786703018955507,53.944340444458916,-54.511467842991685,0.8384564811688698,19.760354865264688,229.54674941128548,-440.5629012171291,483.1196233317174,-162.7332551061894,10.16096745833594,75.28303869289324,35.12866141258267,569.8611111111112,0.028375162625321523,0.06164425107740561,16.169901701624198,566.6666666666666,39.53600000000002,0.06976941176470593,0.0,12.5
311.521579175393,273.57842287788094,357.99094130019915,18.61934091083778,310.93673694573664,2931.106498970294,1.7695846546694705,23.826823473090514,-16.461341828044205,1.567715270224528,8.548753416875153,273.57842287788094,-136.3491478170328,357.99094130019915,-92.1741938188025,3.254729422963964,22.595988191544315,97.4164481724615,917.3563218390806,0.12634560504291031,0.10619259480020235,115.90393952269739,955.0,19.767999999999972,0.020699476439790546,29.310344827586203,51.724137931034484
883.1469691353293,823.0675691544152,936.4232993903075,30.548141430380078,879.5192781095158,17704.177441655705,2.1244481744687507,36.59753946792203,-31.463251568980883,2.2839581442118915,15.832860714090131,823.0675691544152,-284.4313536306885,936.4232993903075,-197.33808137286312,6.791887577885483,71.48083683738642,8.731119019683966,883.4444444444446,0.0108769973719342,0.009883042532656984,9.609222900472092,883.3333333333333,9.883999999999943,0.011189433962264088,0.0,3.3333333333333335
798.919050454433,550.1670456786455,923.7806232671246,72.78445394248335,814.8422162057923,14696.510470950936,4.901196632296633,53.489429437318876,-38.427689910385006,4.433453608753941,19.597645676594873,550.1670456786455,-294.26997669465084,923.7806232671246,-142.22784642251295,9.35371445736962,73.63442776397102,22.515263618842766,959.7619047619048,0.028996338765497256,0.023459217861359367,27.829581324695106,966.6666666666666,29.651999999999997,0.030674482758620687,3.571428571428571,50.0
423.17844720271506,322.61583829869073,1192.1796118212199,156.3626967506667,393.4114539123061,8023.032347225565,1.9343174402005547,108.49687843295085,-109.4904499927521,2.2613606247258184,39.66955212080245,322.61583829869073,-547.377387748308,1192.1796118212199,-73.90840306036587,9.443587429570009,157.6599529925844,79.01312596065337,1072.4,0.07582472318255175,0.07367878213414152,81.3144331409685,1090.0,14.825999999999999,0.01360183486238532,4.0,24.0
