mean_rvalues,min_rvalues,max_rvalues,std_rvalues,median_rvalues,power,mean,mean_max,mean_min,mean_median,mean_std,max_min,min_min,max_max,min_max,min_std,max_std,sdNN,meanNN,CVSD,cvNN,RMSSD,medianNN,madNN,mcvNN,pNN50,pNN20,ULF,VLF,LF,HF,VHF,Total,extra1,extra2,extra3,extra4,extra5,corr_max,corr_min,corr1,corr2,corr3
1197.9657040268146,724.00931971927,1384.1731301205903,174.7125527953805,1247.6242415208942,43743.138499013534,5.236087730708395,137.27158495549625,-95.94209470106293,1.8895754593648872,58.787681503535474,724.00931971927,-418.18589284594424,1384.1731301205903,-279.36072909193507,17.220428352233156,297.16722488108485,169.04041913005096,801.3888888888888,0.2510371053522352,0.21093431849850383,201.17834692811073,868.3333333333334,29.651999999999916,0.03414817658349319,25.0,41.66666666666667,0.0,57637.639836318755,20176.647694931886,0.09493991018748711,4.786741805541239e-10,86119.21248168063,0.9999952945868466,4.7054131534364105e-06,212520.18940282427,1.1024242727217557e-06,1.1024242727217557e-06,10363862.043000404,-4449645.1116349995,-0.02573508638866074,0.07378417679444402,-0.014474162361190158
417.4271989073042,300.1953957237084,556.621689142498,72.3611413740277,414.6399943194406,5615.8803331260915,1.2391881122057131,57.70462155063625,-63.77547415305332,1.6721395415758884,22.32946221708014,300.1953957237084,-472.00079445351344,556.621689142498,-200.50130835018624,8.718623376427033,74.94964949340658,78.5061678519885,969.1954022988505,0.055433848773852296,0.08100138286436195,53.72623136334742,983.3333333333333,88.95599999999999,0.09046372881355932,27.586206896551722,58.620689655172406,0.0,4865.595768384289,6063.935718800286,0.029099773130503492,3.361854029199184e-12,12447.488266563281,0.9999952011969064,4.798803093542582e-06,208384.29535534204,2.337802816707363e-06,2.337802816707363e-06,1473404.9069163604,-613706.3273078151,-0.003399261335025758,-0.017263578822798647,-0.0030547460764368175
776.4140021375988,467.72541937360796,861.2482464049635,67.32996256863106,772.5140765335528,18087.064091907938,0.4688758887729895,76.98809103828022,-78.5445707312416,1.2101632459338818,32.076055384505665,467.72541937360796,-360.1138511163032,861.2482464049635,-216.92757263644503,20.316977034848403,86.04892196446613,15.818772610421886,706.3963963963963,0.02006640226248369,0.022393620198403644,14.174834246858973,706.6666666666666,19.767999999999887,0.02797358490566022,0.0,13.513513513513514,0.0,12431.476027622775,13376.959346394124,0.2567078274800128,9.343843002730824e-11,28520.702671497023,0.9999808100709117,1.9189929088347237e-05,52109.66676672782,9.000753958862348e-06,9.000753958862348e-06,3496769.619925393,-1140690.418778809,0.09035346207073514,0.0487697974136661,-0.009761480773358698
851.8431792635665,442.63377939258487,973.7461981765944,139.17731327686172,908.6978465985821,22694.928548085227,3.3928388269043404,90.88190968700741,-78.28850487587668,2.525906611853748,48.68262054535786,442.63377939258487,-1017.9249760550431,973.7461981765944,-170.54017718954805,6.489445375919151,315.7836595214397,59.05611332514864,889.6666666666667,0.1023933207366807,0.06638004495145969,91.0959243487336,873.3333333333334,69.18800000000012,0.0792229007633589,50.0,70.0,0.0,27810.309593277587,11388.26442157094,0.08813601524722535,6.960048611136243e-11,44172.97709056726,0.9999922608634741,7.739136525810734e-06,129212.38144958521,1.9952473446949535e-06,1.9952473446949535e-06,5090225.6805117,-2360293.8103176546,-0.017884778894198622,0.058005372211392285,-0.0064358573652504684
572.7133796300642,323.6944576036424,1920.4217207455235,430.6520943414011,463.5968093915651,31890.626975949057,8.44620928017309,243.0366774010333,-144.98078149023118,0.09383498936857709,102.17145451096316,323.6944576036424,-699.1121012703272,1920.4217207455235,-77.92948950400664,8.325431556374559,430.6520943414011,108.82140766150793,1044.3333333333335,0.1698580874005754,0.10420179476046082,177.3884626086676,1035.0,108.72400000000005,0.10504734299516913,80.0,90.0,0.0,10137.949931471783,4688.934259101198,0.0010484923517083723,5.516481344451166e-09,17215.90017542387,0.9999997763901008,2.2360989924735782e-07,4472072.925912366,6.090255757901765e-08,6.090255757901765e-08,2224751.8891823348,-784574.0397738557,-0.05688031198726803,0.02791823335016628,9.889826279565861e-05
404.4988937552233,229.54674941128548,483.1196233317174,50.89336417686173,412.64563484989156,7312.853958367692,0.9786703018955507,53.944340444458916,-54.511467842991685,0.8384564811688698,19.760354865264688,229.54674941128548,-440.5629012171291,483.1196233317174,-162.7332551061894,10.16096745833594,75.28303869289324,35.12866141258267,569.8611111111112,0.028375162625321523,0.06164425107740561,16.169901701624198,566.6666666666666,39.53600000000002,0.06976941176470593,0.0,12.5,0.0,2734.6566696178998,6528.552479315702,0.40601972071800513,4.5344205855865217e-10,10110.060897241661,0.9999378124825302,6.218751746973546e-05,16079.397492739052,4.0159967862189624e-05,4.0159967862189624e-05,1155455.1076861497,-440308.0137899251,0.09478547130196459,0.04359961146417738,-0.011748815586338456
311.521579175393,273.57842287788094,357.99094130019915,18.61934091083778,310.93673694573664,2931.106498970294,1.7695846546694705,23.826823473090514,-16.461341828044205,1.567715270224528,8.548753416875153,273.57842287788094,-136.3491478170328,357.99094130019915,-92.1741938188025,3.254729422963964,22.595988191544315,97.4164481724615,917.3563218390806,0.12634560504291031,0.10619259480020235,115.90393952269739,955.0,19.767999999999972,0.020699476439790546,29.310344827586203,51.724137931034484,0.0,4294.184686363518,1265.910936847551,0.0028567550261980176,1.4221084173412355e-11,6238.478406691222,0.9999977433257773,2.2566742227116227e-06,443128.9785923015,4.579249682316669e-07,4.579249682316669e-07,778572.742712353,-350621.947979325,0.0468993436804574,0.06574753973019223,-0.008621251762960408
883.1469691353293,823.0675691544152,936.4232993903075,30.548141430380078,879.5192781095158,17704.177441655705,2.1244481744687507,36.59753946792203,-31.463251568980883,2.2839581442118915,15.832860714090131,823.0675691544152,-284.4313536306885,936.4232993903075,-197.33808137286312,6.791887577885483,71.48083683738642,8.731119019683966,883.4444444444446,0.0108769973719342,0.009883042532656984,9.609222900472092,883.3333333333333,9.883999999999943,0.011189433962264088,0.0,3.3333333333333335,0.0,22277.69849821228,12499.44088070476,0.18108917858968915,1.1548066118974397e-09,38895.36467227369,0.9999855124275737,1.4487572426270674e-05,69023.67650043807,4.6558035929350065e-06,4.6558035929350065e-06,4644995.56155891,-1847185.6483178427,-0.025302181150552352,0.007575815015916861,-0.000532824310254924
798.919050454433,550.1670456786455,923.7806232671246,72.78445394248335,814.8422162057923,14696.510470950936,4.901196632296633,53.489429437318876,-38.427689910385006,4.433453608753941,19.597645676594873,550.1670456786455,-294.26997669465084,923.7806232671246,-142.22784642251295,9.35371445736962,73.63442776397102,22.515263618842766,959.7619047619048,0.028996338765497256,0.023459217861359367,27.829581324695106,966.6666666666666,29.651999999999997,0.030674482758620687,3.571428571428571,50.0,0.0,16099.733930033364,11593.37432414843,0.40130407677816116,1.5562934973912197e-11,30699.567959254826,0.9999653862477895,3.461375221038268e-05,28889.25130595468,1.3071977993657147e-05,1.3071977993657147e-05,3982627.236157122,-1185277.9295243663,0.07167499368001615,0.05704683724649595,-0.00969319182690644
423.17844720271506,322.61583829869073,1192.1796118212199,156.3626967506667,393.4114539123061,8023.032347225565,1.9343174402005547,108.49687843295085,-109.4904499927521,2.2613606247258184,39.66955212080245,322.61583829869073,-547.377387748308,1192.1796118212199,-73.90840306036587,9.443587429570009,157.6599529925844,79.01312596065337,1072.4,0.07582472318255175,0.07367878213414152,81.3144331409685,1090.0,14.825999999999999,0.01360183486238532,4.0,24.0,0.0,9405.662221677083,2205.503832517662,0.0135395561816279,7.708150148151148e-11,12940.704828851183,0.9999938610521264,6.1389478736667955e-06,162893.36245085753,1.0462765638113918e-06,1.0462765638113918e-06,1581198.6654600305,-730000.6416638271,0.04266521981224088,0.061473773750427535,-0.0028864676414539583
